Request Mix Accuracy
===================================
Domain Marker;max-jOPS;10931.0
Domain Marker;critical-jOPS;4041.0
Domain Marker;Validation Start jOPS;1383.7
Range Marker;Main Tx Limit;-5.0
Range Marker;Main Tx Limit;5.0
Range Marker;Minor Tx Limit;-1.0
Range Marker;Minor Tx Limit;1.0
jOPS;In-store Purchase [50%];Online Purchase [35%];Installment Purchase [10%];Associativity of Category [0.1%];Associativity of Product [1%];Business Report [0.25%];Customer Buying Behavior [1%];Product Return [2.65%]
138.0;-0.0782849572443709;0.035529326749362156;-0.015656991448873114;-0.00364928339154523;0.023726363964831965;0.0270083102493075;0.01168252438877504;-3.5529326749372814E-4
277.0;0.024041351123941013;-0.013823776896259687;-0.02283928356773579;0.008186080057699247;0.0037264094242095425;0.002434186801298255;-0.008294266137756967;0.00656929919461513
415.0;-0.006013229104027573;0.0010022048506712622;-0.010022048506714398;0.008238123872519543;0.010222489476849006;0.0025556223692122515;-0.0018039687312086938;-0.004179194227299732
553.0;-0.08123721266096595;0.09447586953905329;-0.01985798531712568;0.002298712239740028;-0.0010831628354796008;-2.707907088699002E-4;-0.004091948489589603;0.00976651823324115
692.0;-0.06733035156062073;0.07430385225796954;-0.013466070312125211;0.003400182753811376;0.00274130717068255;8.416293945073816E-5;-0.0020680036550762004;0.0023349204059059936
830.0;-0.014020189072262212;0.0264380708219889;-0.0036051914757244674;0.0021470918122095672;-0.0025636917160710704;-0.0016423650056080763;0.0014420765902900534;-0.00819580195481473
969.0;0.027483853236219602;-0.035385461041641975;0.014429022949016712;0.0013467088085749451;-0.005428061014154162;7.90160780541449E-4;-2.7483853236220934E-4;-0.002961385186202925
1107.0;0.003762170621953942;-0.019337556996887884;0.014898195662969016;-0.0036884320777716;7.373854419046033E-4;-0.0016967389505049002;0.006756858437043878;-0.0014318821387186986
1245.0;0.05081980367507555;-0.02795089202129475;-0.016583304357130402;-0.0037098456682804204;-9.89648808409238E-4;-0.0012504346430577407;-0.005001738572230963;0.004666060395324578
1384.0;-0.031875097730257096;0.04456499512852474;-0.0020448175902423316;-1.6478824109603107E-4;-0.002850716287573607;1.8944633556661206E-4;0.0031634530954929296;-0.010982474710417467
1522.0;0.038867903870368536;-0.04735315048995403;0.002737176328899693;-0.0014616521596321347;0.003996277440192708;0.0018202222587179184;-3.832046860458016E-4;0.0017764274374556521
1660.0;-0.034603464358426095;0.015696933832160198;0.007923691838598756;2.9989669110641604E-4;9.929689772418815E-4;0.0017527406946770685;0.001995967944153021;0.0059412643804974685
1799.0;-0.008330864928915105;7.405213270104127E-4;0.007220082938388828;-2.9620853080586373E-5;6.294431279620927E-4;0.0017772511848341277;-0.002147511848341166;1.4069905213265343E-4
1937.0;0.027931280455838703;-0.027458597248120498;0.0011172512182326955;-3.0681437300721093E-4;-0.005646415772149416;0.0018112361095593554;0.0012289763400568088;0.0013230832695927397
2076.0;-0.013236108102901767;2.8076592945325274E-4;0.02334368156330413;-5.286421357463267E-4;0.0011310856015209758;-0.0021237937092387915;-0.006890798097209161;-0.00197619104918223
2214.0;0.004511006856731115;-0.0021051365331388183;-0.010375315770479787;-6.014675808976855E-6;0.0036990256225188922;-0.0011427884037050473;-0.003819319138698485;0.009238542042584008
2352.0;0.0194144598897239;-0.013731317994732706;-0.009671930926881345;9.55191426574506E-4;0.0010801499502282041;-8.29526922561108E-5;0.0031980910291076192;-0.0011616906817653039
2491.0;0.011679514132211466;-0.006840858277435302;-0.0056729068642180636;-0.0012246804818633883;0.002436012947575561;9.42703640671394E-4;-2.3359028264424708E-4;-0.0010861948142957267
2629.0;-0.0028464978587976475;0.006863222615109521;-0.01448551132589948;-6.888524818298714E-4;0.0013346912182377046;-1.4074350524073687E-4;-0.0018280841804300119;0.011791775518853687
2767.0;-0.023453285865485896;0.0013230058693309843;0.011546233041469733;0.0010295391128644221;0.0018762628692388095;1.68382565188141E-4;0.004281728086211967;0.0032281343211777447
2906.0;-0.025225597101346864;-5.7330902507146675E-5;0.019148521436024524;-0.0019641567197550835;-0.002442296446630632;0.0011093529634343402;0.0021441757536146966;0.007287331017165055
3044.0;0.0027189576603845467;0.0016857537494416874;0.0019576495154822737;6.014334344785488E-4;0.002207793620237597;-3.99686776077518E-4;-0.002686330168466644;-0.006085571035487902
3183.0;-0.006278383525518905;0.014544921834122704;-0.00899901638658207;-0.0011154594730343609;-0.003306615323441453;8.894376661156E-5;0.0024485695749534298;0.0026170395328883878
3321.0;0.019297761960856974;-0.013909425828927624;-0.00626550713014673;2.481140823538258E-4;-0.002030024310167633;1.1904463547279809E-4;0.0024811408235383414;5.889576702333699E-5
3459.0;-0.01007484168106032;0.0023987718288225324;0.0038380349261171176;7.484168105929556E-4;0.005565150642870886;-5.27729802341198E-4;-0.0016311648436000414;-3.166378814043469E-4
3598.0;-0.003920139833695657;0.005926329042701184;-0.006410581610394317;7.886398959548735E-5;0.0021722186607879834;-4.946294084278713E-4;0.0012498328175658546;0.0013981063418637696
3736.0;0.027549188631958543;-0.020528588948337756;-0.008531361640866209;-0.001356131027495877;6.576257931500962E-4;-7.242770559693079E-4;2.132840410216108E-4;0.002720260206530156
3874.0;0.0128702337234472;-0.010124583862442194;-0.005405498163847611;3.8782304286645586E-4;-8.408552699316063E-4;5.405498163846834E-4;8.751758931941911E-4;0.0016971548203317255
4013.0;-0.0010338738425730298;0.013585102291479245;-0.007402536712859842;-7.481111124896106E-4;-0.002932066217551821;0.0014381185150263431;-0.004586264365677106;0.0016796314446527738
4151.0;0.017936004336526423;-0.019610031407935935;-0.0036669164421354594;4.304641040765722E-5;0.0028219313489470377;0.0015026385855268498;0.0020247756006568363;-0.0010514484319945616
4289.0;-7.756688204381135E-4;0.004382528835485289;0.001085936348616201;-7.143909836256346E-4;-1.6289045229256338E-4;5.410290022572206E-4;0.0010006127783681595;-0.005357156708371669
4428.0;-0.004870920603991635;0.011427929109373736;-0.008992468807374365;0.0011652740829555253;-0.001461276181198179;6.650680055453329E-4;0.0015362134212597578;5.30180973434824E-4
4566.0;0.014729575897320046;-0.010892612299372217;-0.0038915175827494153;1.5638808977383456E-5;-5.709983742913094E-4;-5.064428256054687E-4;5.20081321806698E-4;5.962750539176831E-4
4705.0;-0.004238485447864093;0.005651313930492563;0.0010596213619677997;-3.9559197513423794E-4;9.889799378355324E-4;-6.35772817179997E-4;-7.064142413104602E-5;-0.0023594235659789575
4843.0;-0.002396341129426105;0.0019855397929546825;-0.003834145807088518;-3.834145807088407E-5;-4.108013364734209E-5;-9.58536451771963E-5;0.0026975954428438698;0.0017226269376129366
4981.0;0.015332413388527755;-0.00543300735289165;-0.009932737369091171;-3.3931297455487563E-4;-7.26623069282506E-4;-1.499910005398064E-5;-0.0017265630728822146;0.002840829550227131
5120.0;0.016539110131020607;-0.01880918407056953;0.0022700739395506986;8.561421714878698E-4;-0.001491762874562319;-9.404592035283377E-4;7.783110649890457E-4;7.977688416138662E-4
5258.0;0.012054417082829616;-0.007436166382262854;7.827543560274819E-4;1.9255757158287423E-4;-0.0018316451931055244;-0.00233652175274357;-0.0027709504203391466;0.0013455547380121224
5396.0;0.00893044110220842;-0.011763546555314974;-0.006220514147051048;8.252959363412582E-5;0.0011332421812448867;-5.635416281733752E-4;0.0017491346710518663;0.006652254782405276
5535.0;0.004330698078661044;-4.928035744669046E-4;-0.005047503277889831;0.0012487343908201137;-0.0021474289093509347;2.8448206344322546E-4;8.392594207615733E-4;9.845618080217555E-4
5673.0;0.004977863149754569;-0.015577783503950116;0.012825317997609886;-1.4992152545152682E-4;-0.002963292651502747;6.441940546741964E-5;0.0014289395394597726;-6.055424113937669E-4
5812.0;-0.003708246569871676;-0.0038508714379474895;2.852497361427453E-4;-1.6259234960208646E-4;0.0012265738654191338;-4.0648087400521615E-4;6.560743931312008E-4;0.005960293236729086
5950.0;0.0058428116722666346;-0.005731520021370784;0.00261535379615907;1.624858103145138E-4;-0.0019921205511163054;4.062145257862637E-4;0.0016248581031450549;-0.002928083335187903
6088.0;-0.008627150721714827;0.0019680687583942813;0.006686041809329524;8.298240600449619E-4;0.0023670744792705367;-6.214244504235411E-4;-8.681070413725234E-4;-0.00173432689352504
6227.0;-0.0010573339324935205;0.009383838650840914;-0.0063440035949344775;-3.462768628902241E-4;-0.004255769078269189;-4.691919325421068E-4;0.0015595675504216366;0.0015291691998626789
6365.0;0.0013038353621013243;9.387614607163641E-4;-0.008709620218835923;1.3455580936883038E-4;0.002649393455789628;8.579236682625946E-4;0.0010847910212681278;0.0017403594413325507
6503.0;-0.0116118804683083;0.018907170588619238;-0.0069671282809871116;-7.941516511589253E-4;6.411777475980873E-4;-8.494342994754545E-4;-6.209831728706261E-4;0.0012952295365851185
6642.0;0.01017622238769178;-0.026557458426410108;0.010424422933731137;2.7302060064532396E-4;-0.0012410027302061089;1.8615040953090523E-4;0.0029784065524944836;0.0037602382725241412
6780.0;0.035592741031123865;-0.04280880359632988;0.00472944641098394;-5.353538308515843E-4;-7.216062565211789E-4;0.0032935474748656546;-9.653921539947152E-4;0.001415420920730881
6918.0;0.02647079072881553;-0.04122558574043467;0.0019229901785049464;-2.8939815155536175E-4;0.0035159857461319888;0.0018879727647613254;-5.199195667812129E-4;0.008237164040558298
7057.0;-0.08256829377518926;0.05233990147782919;0.009889535751606005;-1.7166741304673605E-4;0.003881176294969535;5.038065382892976E-4;0.0041144200626959115;0.012011121062845298
7195.0;-0.012603578499671642;0.05261421133680244;-0.03790239788809835;-3.171518662462569E-4;4.949769010780258E-4;2.3832221163011535E-4;0.0011824448192419013;-0.0037068270147391225
7334.0;-0.005553754678189193;-0.025399927007789813;0.020786910366933142;4.209519362202291E-4;-9.747406169879902E-5;3.2302450679255745E-5;0.002396048446875465;0.007414942546974501
7472.0;-0.02308774891134391;0.06819171006206659;-0.048186009928835816;8.37345151904062E-5;0.002162957529588727;3.1980398611641814E-4;-4.6396433218909294E-5;5.619491804402799E-4
7610.0;-0.086385289201516;0.09794297057278101;-0.010011611739750848;3.323509123973195E-4;-0.007055699591102416;-0.0011152243530833938;-0.0022985622633595604;0.008591065663631436
7749.0;-0.03287771188094979;-8.484570808064973E-5;0.02621732379667563;-3.0629300616830113E-4;-9.333027888791534E-5;-9.77846785620351E-4;-0.001153901629886045;0.009276605492911205
7887.0;-0.48164259687307975;0.39369920547476056;0.04735006693298871;0.0010867887180376345;0.006003878518211492;0.002294014520123233;0.006426835793182484;0.024781806915774585
8025.0;0.15379763426062;-0.08240768046135116;-0.04779809299125226;-4.718372161604256E-4;0.0016301320488874005;4.5873062682266763E-4;-0.004718372161604201;-0.020490514105966362
8164.0;-0.265823481787983;0.26387594496321753;-0.020862096039056865;1.2990376516987256E-4;0.007620884936261563;0.0012424469219741163;0.009456259954360391;0.0043601372860515575
8302.0;0.1872883163587673;-0.1288890483680305;-0.051292478764356275;-5.248857232279386E-4;-0.0014612276305586702;-0.0018105866240857305;-0.01481760569978452;0.011507516451270128
